order_id,atm_id,order_date,order_type,amount,delivery_date,loading_date,cassette_1,cassette_2,cassette_3,cassette_4,cassette_5,ajustement_5,ajustement_10,ajustement_20,ajustement_50,ajustement_100,soldes_5,soldes_10,soldes_20,soldes_50,soldes_100,k7hs_5,k7hs_10,k7hs_20,k7hs_50,k7hs_100,volatilite_dmq,dmq_forte_decroissance,dmq_forte_croissance,annule,charge,evenement_en_cours,risque_atm_vide,year,month,day,weekday,weekday_name,is_weekend,week_number,is_holiday,is_eve_holiday,is_payday,days_since_last_order,last_order_amount,avg_reload_frequency,avg_order_amount,std_order_amount,order_count_last_30d,total_soldes,total_ajustement,total_k7hs,cassettes_actives,delivery_delay,loading_delay,day_of_year,quarter,is_month_start,is_month_middle,is_month_end,day_of_year_sin,day_of_year_cos,weekday_sin,weekday_cos,dmq_volatilite,dmq_trend_7j,dmq_trend_28j,dmq_debut_mois_ratio,dmq_5,dmq_10,dmq_20,dmq_50,dmq_100
1684,108,2026-01-08,C,0.0,2026-01-10,2026-01-11,0,0,0,0,0,0,0,0,0,0,0,1568,1755,1088,0,1,0,0,0,1,1,0,0,0,0,0,0,2026,1,8,3,Jeudi,False,2,False,False,False,0,0.0,0.0,0.0,0.0,0,4411,0,2,0,2,3,8,1,False,False,False,0.13718540405660057,0.9905453876091833,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3255,108,2026-01-13,C,0.0,2026-01-15,2026-01-16,0,0,0,0,0,0,0,0,0,0,0,1296,1518,687,0,0,0,0,0,0,1,0,0,0,0,0,0,2026,1,13,1,Mardi,False,3,False,False,False,5,0.0,2.5,0.0,0.0,1,3501,0,0,0,2,3,13,1,False,True,False,0.22177215755648186,0.975098513039961,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10691,108,2026-01-20,C,0.0,2026-01-22,2026-01-23,0,0,0,0,0,0,0,0,0,0,0,2054,2185,1364,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,20,1,Mardi,False,4,False,False,False,7,0.0,4.0,0.0,0.0,2,5603,0,2,0,2,3,20,1,False,True,False,0.3373010691361842,0.9413968285264122,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12212,108,2026-01-21,C,0.0,2026-01-23,2026-01-24,0,0,0,0,0,0,0,0,0,0,0,2008,2133,1270,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,21,2,Mercredi,False,4,False,False,False,1,0.0,3.25,0.0,0.0,3,5411,0,2,0,2,3,21,1,False,False,False,0.3534446712740877,0.9354554315134164,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16886,108,2026-01-22,C,0.0,2026-01-26,2026-01-27,0,0,0,0,0,0,0,0,0,0,0,1959,2094,1215,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,22,3,Jeudi,False,4,False,False,False,1,0.0,2.8,0.0,0.0,4,5268,0,2,0,4,5,22,1,False,False,False,0.3694836834473831,0.9292372181882051,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,-0.0,106.0,96.33,165.0,-0.0
13762,108,2026-01-23,C,0.0,2026-01-27,2026-01-28,0,0,0,0,0,0,0,0,0,0,0,1903,2055,1191,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,23,4,Vendredi,False,4,False,False,False,1,0.0,2.5,0.0,0.0,5,5149,0,2,0,4,5,23,1,False,False,False,0.38541335945432564,0.9227440286201427,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,1.0,-0.0,91.75,82.0,137.5,-0.0
15324,108,2026-01-23,C,0.0,2026-01-26,2026-01-27,0,0,0,0,0,0,0,0,0,0,0,1903,2055,1191,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,23,4,Vendredi,False,4,False,False,False,0,0.0,2.14,0.0,0.0,5,5149,0,2,0,3,4,23,1,False,False,False,0.38541335945432564,0.9227440286201427,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,1.0,-0.0,84.6,73.4,114.8,-0.0
26297,108,2026-02-04,C,0.0,2026-02-06,2026-02-07,0,0,0,0,0,0,0,0,0,0,0,1637,1713,797,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,4,2,Mercredi,False,6,False,False,False,12,0.0,3.38,0.0,0.0,7,4147,0,2,0,2,3,35,1,True,False,False,0.5663619330814524,0.8241566360566663,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,1.0,-0.0,70.5,61.17,95.67,-0.0
26714,108,2026-02-04,C,0.0,2026-02-06,2026-02-07,0,0,0,0,0,0,0,0,0,0,0,1637,1713,797,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,4,2,Mercredi,False,6,False,False,False,0,0.0,3.0,0.0,0.0,7,4147,0,2,0,2,3,35,1,True,False,False,0.5663619330814524,0.8241566360566663,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,1.0,-0.0,98.43,101.29,138.29,-0.0
29260,108,2026-02-05,C,0.0,2026-02-07,2026-02-08,0,0,0,0,0,0,0,0,0,0,0,1567,1664,755,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,5,3,Jeudi,False,6,False,False,True,1,0.0,2.8,0.0,0.0,9,3986,0,2,0,2,3,36,1,True,False,False,0.580454927809098,0.8142923779467267,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,-0.0,86.12,88.62,121.0,-0.0
30733,108,2026-02-05,C,0.0,2026-02-07,2026-02-08,0,0,0,0,0,0,0,0,0,0,0,1567,1664,755,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,5,3,Jeudi,False,6,False,False,True,0,0.0,2.55,0.0,0.0,9,3986,0,2,0,2,3,36,1,True,False,False,0.580454927809098,0.8142923779467267,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,-0.0,84.33,84.22,112.22,-0.0
31072,108,2026-02-06,C,72000.0,2026-02-09,2026-02-10,800,700,1000,0,0,0,0,100,0,0,0,1515,1624,710,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,6,4,Vendredi,False,6,False,False,False,1,0.0,2.42,0.0,0.0,11,3849,100,2,3,3,4,37,1,False,False,False,0.5943761565849831,0.804187157621448,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,1.0,-0.0,75.9,75.8,101.0,-0.0
31459,108,2026-02-10,C,0.0,2026-02-12,2026-02-13,0,0,0,0,0,0,0,0,0,0,0,2019,2077,1390,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,10,1,Mardi,False,7,False,False,False,4,72000.0,2.54,6000.0,20784.61,11,5486,0,2,0,2,3,41,1,False,False,False,0.6482618097757122,0.7614175109532997,0.7818314824680298,0.6234898018587336,20784.61,7714.29,2769.23,0.0,-0.0,73.73,72.55,95.91,-0.0
33926,108,2026-02-11,C,0.0,2026-02-13,2026-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,11,2,Mercredi,False,7,False,False,False,1,0.0,2.43,5538.46,19969.21,12,0,0,2,0,2,3,42,1,False,True,False,0.6612634749656386,0.7501537286959042,0.9749279121818236,-0.22252093395631434,19969.21,5142.86,1978.02,0.0,-0.0,67.58,66.5,87.92,-0.0
35369,108,2026-02-12,C,0.0,2026-02-14,2026-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,12,3,Jeudi,False,7,False,False,False,1,0.0,2.33,5142.86,19242.81,13,0,0,2,0,2,3,43,1,False,True,False,0.6740694616546161,0.7386679638813748,0.43388373911755823,-0.900968867902419,19242.81,2571.43,1424.18,0.0,-0.0,217.69,221.15,188.08,-0.0
36805,108,2026-02-13,C,138000.0,2026-02-16,2026-02-17,2100,2100,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,13,4,Vendredi,False,7,False,False,False,1,0.0,2.25,4800.0,18590.32,13,0,0,2,3,3,4,44,1,False,True,False,0.6866759803451553,0.726963615332308,-0.433883739117558,-0.9009688679024191,18590.32,-0.0,1028.57,28.75,-0.0,202.14,205.36,174.64,-0.0
38240,108,2026-02-16,C,0.0,2026-02-18,2026-02-19,0,0,0,0,0,0,0,0,0,0,0,1959,2038,1272,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,16,0,Lundi,False,8,False,False,False,3,138000.0,2.29,13125.0,37834.51,14,5269,0,2,0,2,3,47,1,False,True,False,0.7232617254437388,0.6905740195722293,0.0,1.0,37834.51,12214.29,3785.29,0.0,-0.0,188.67,191.67,163.0,-0.0
39663,108,2026-02-17,C,0.0,2026-02-19,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,1909,1995,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,2,17,1,Mardi,False,8,False,False,False,1,0.0,2.22,12352.94,36771.15,15,5090,0,0,0,2,3,48,1,False,True,False,0.7350336741329413,0.6780306024735382,0.7818314824680298,0.6234898018587336,36771.15,4714.29,2897.06,0.0,-0.0,176.88,179.69,152.81,-0.0
41086,108,2026-02-17,C,0.0,2026-02-19,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,1909,1995,1186,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,17,1,Mardi,False,8,False,False,False,0,0.0,2.11,11666.67,35791.88,15,5090,0,2,0,2,3,48,1,False,True,False,0.7350336741329413,0.6780306024735382,0.7818314824680298,0.6234898018587336,35791.88,-2785.71,2222.91,0.0,-0.0,169.41,171.65,148.88,-0.0
42931,108,2026-02-18,C,0.0,2026-02-20,2026-02-21,0,0,0,0,0,0,0,0,0,0,0,1873,1966,1148,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,18,2,Mercredi,False,8,False,False,False,1,0.0,2.05,11052.63,34886.28,17,4987,0,2,0,2,3,49,1,False,True,False,0.746588114532413,0.6652865452111116,0.9749279121818236,-0.22252093395631434,34886.28,-0.0,1705.26,0.0,-0.0,160.0,162.11,140.61,-0.0
44104,108,2026-02-19,C,0.0,2026-02-21,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,1815,1922,1119,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,19,3,Jeudi,False,8,False,False,False,1,0.0,2.0,10500.0,34045.64,18,4856,0,2,0,2,3,50,1,False,True,False,0.7579216274973472,0.6523456189565257,0.43388373911755823,-0.900968867902419,34045.64,-4928.57,1303.76,0.0,-0.0,153.47,155.11,135.21,-0.0
45546,108,2026-02-21,C,0.0,2026-02-23,2026-02-24,0,0,0,0,0,0,0,0,0,0,0,1688,1818,1001,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,21,5,Samedi,True,8,False,False,False,2,0.0,2.0,10000.0,33262.59,17,4507,0,2,0,2,3,52,1,False,False,False,0.7799125224167177,0.6258885343075018,-0.9749279121818236,-0.2225209339563146,33262.59,-9857.14,989.61,0.0,-0.0,148.7,149.55,129.9,-0.0
46972,108,2026-02-23,C,0.0,2026-02-25,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,1532,1693,952,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,23,0,Lundi,False,9,False,False,False,2,0.0,2.0,9545.45,32530.9,15,4177,0,2,0,2,3,54,1,False,False,False,0.8009803309782905,0.5986906625177214,0.0,1.0,32530.9,-14785.71,741.95,0.0,-0.0,147.67,147.38,129.33,-0.0
48387,108,2026-02-24,C,0.0,2026-02-26,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,1456,1636,865,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,24,1,Mardi,False,9,False,False,False,1,0.0,1.96,9130.43,31845.23,16,3957,0,2,0,2,3,55,1,False,False,False,0.8111602420785621,0.5848239578463322,0.7818314824680298,0.6234898018587336,31845.23,0.0,545.45,0.0,-0.0,148.05,146.36,125.68,-0.0
50599,108,2026-02-26,C,0.0,2026-02-28,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,1919,2025,1464,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,26,3,Jeudi,False,9,False,False,False,2,0.0,1.96,8750.0,31200.96,17,5408,0,2,0,2,3,57,1,False,False,True,0.8307970168121247,0.5565755266413303,0.43388373911755823,-0.900968867902419,31200.96,0.0,388.7,0.0,-0.0,144.91,142.48,124.0,-0.0
51999,108,2026-02-27,C,0.0,2026-02-28,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,1919,2025,1464,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,27,4,Vendredi,False,9,False,False,False,1,0.0,1.92,8400.0,30594.12,18,5408,0,2,0,1,2,58,1,False,False,True,0.8402480696078469,0.5422021592729844,-0.433883739117558,-0.9009688679024191,30594.12,0.0,263.08,0.0,-0.0,138.88,136.54,118.83,-0.0
53400,108,2026-02-28,C,0.0,2026-03-03,2026-03-04,0,0,0,0,0,0,0,0,0,0,0,1745,1871,1287,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,28,5,Samedi,True,9,False,False,True,1,0.0,1.89,8076.92,30021.22,19,4903,0,2,0,3,4,59,1,False,False,True,0.8494504794814806,0.527668345562516,-0.9749279121818236,-0.2225209339563146,30021.22,0.0,162.05,0.0,-0.0,133.32,131.08,114.08,-0.0
54808,108,2026-03-02,C,0.0,2026-03-04,2026-03-05,0,0,0,0,0,0,0,0,0,0,0,1558,1722,1122,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,3,2,0,Lundi,False,10,False,False,False,2,0.0,1.89,7777.78,29479.24,20,4402,0,2,0,2,3,61,1,True,False,False,0.8670985522812081,0.4981366284784055,0.0,1.0,29479.24,0.0,80.59,0.0,-0.0,134.88,131.96,116.5,-0.0
1679,109,2026-01-08,C,0.0,2026-01-10,2026-01-11,0,0,0,0,0,0,0,0,0,0,0,1010,897,360,0,1,0,0,0,1,1,0,0,0,0,1,0,2026,1,8,3,Jeudi,False,2,False,False,False,0,0.0,0.0,0.0,0.0,0,2267,0,2,0,2,3,8,1,False,False,False,0.13718540405660057,0.9905453876091833,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3254,109,2026-01-13,C,0.0,2026-01-15,2026-01-16,0,0,0,0,0,0,0,0,0,0,0,1341,1236,856,0,0,0,0,0,0,1,0,0,0,0,0,0,2026,1,13,1,Mardi,False,3,False,False,False,5,0.0,2.5,0.0,0.0,1,3433,0,0,0,2,3,13,1,False,True,False,0.22177215755648186,0.975098513039961,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4729,109,2026-01-14,C,0.0,2026-01-16,2026-01-17,0,0,0,0,0,0,0,0,0,0,0,1818,1611,1898,0,1,0,0,0,1,1,0,0,0,0,0,0,2026,1,14,2,Mercredi,False,3,False,False,False,1,0.0,2.0,0.0,0.0,2,5327,0,2,0,2,3,14,1,False,True,False,0.23851257519407648,0.9711394088771653,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6204,109,2026-01-15,C,0.0,2026-01-17,2026-01-18,0,0,0,0,0,0,0,0,0,0,0,1714,1511,1685,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,15,3,Jeudi,False,3,False,False,False,1,0.0,1.75,0.0,0.0,3,4910,0,2,0,2,3,15,1,False,True,False,0.2551824131233728,0.9668929289391521,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10690,109,2026-01-20,C,0.0,2026-01-22,2026-01-23,0,0,0,0,0,0,0,0,0,0,0,1547,1380,1267,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,20,1,Mardi,False,4,False,False,False,5,0.0,2.4,0.0,0.0,4,4194,0,2,0,2,3,20,1,False,True,False,0.3373010691361842,0.9413968285264122,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,1.0,-0.0,34.67,33.33,71.0,-0.0
12211,109,2026-01-21,C,0.0,2026-01-23,2026-01-24,0,0,0,0,0,0,0,0,0,0,0,1478,1314,1135,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,21,2,Mercredi,False,4,False,False,False,1,0.0,2.17,0.0,0.0,5,3927,0,2,0,2,3,21,1,False,False,False,0.3534446712740877,0.9354554315134164,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,1.0,-0.0,67.75,57.75,157.75,-0.0
16885,109,2026-01-22,C,0.0,2026-01-26,2026-01-27,0,0,0,0,0,0,0,0,0,0,0,1393,1240,1005,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,22,3,Jeudi,False,4,False,False,False,1,0.0,2.0,0.0,0.0,6,3638,0,2,0,4,5,22,1,False,False,False,0.3694836834473831,0.9292372181882051,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,1.0,-0.0,68.0,59.4,152.6,-0.0
13761,109,2026-01-23,C,20000.0,2026-01-27,2026-01-28,0,0,0,400,0,0,0,0,0,0,0,1366,1215,967,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,23,4,Vendredi,False,4,False,False,False,1,0.0,1.88,0.0,0.0,7,3548,0,2,1,4,5,23,1,False,False,False,0.38541335945432564,0.9227440286201427,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,1.0,-0.0,70.83,61.83,148.83,-0.0
15323,109,2026-01-23,C,0.0,2026-01-26,2026-01-27,0,0,0,0,0,0,0,0,0,0,0,1366,1215,967,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,23,4,Vendredi,False,4,False,False,False,0,20000.0,1.67,2500.0,7071.07,7,3548,0,2,0,3,4,23,1,False,False,False,0.38541335945432564,0.9227440286201427,-0.433883739117558,-0.9009688679024191,7071.07,2142.86,1666.67,0.0,-0.0,64.57,56.57,133.0,-0.0
18459,109,2026-01-27,C,0.0,2026-01-29,2026-01-30,0,0,0,0,0,0,0,0,0,0,0,1303,1168,903,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,1,27,1,Mardi,False,5,False,False,False,4,0.0,1.9,2222.22,6666.67,9,3374,0,2,0,2,3,27,1,False,False,True,0.44794493940789115,0.8940611451454876,0.7818314824680298,0.6234898018587336,6666.67,1428.57,1000.0,0.0,-0.0,56.5,49.5,116.38,-0.0
19940,109,2026-01-28,C,0.0,2026-01-30,2026-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2026,1,28,2,Mercredi,False,5,False,False,True,1,0.0,1.82,2000.0,6324.56,10,0,0,0,0,2,3,28,1,False,False,True,0.4632579225674917,0.88622350294858,0.9749279121818236,-0.22252093395631434,6324.56,714.29,606.06,0.0,-0.0,57.22,49.22,110.56,-0.0
26296,109,2026-02-04,C,0.0,2026-02-06,2026-02-07,0,0,0,0,0,0,0,0,0,0,0,1545,1318,1429,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,4,2,Mercredi,False,6,False,False,False,7,0.0,2.25,1818.18,6030.23,11,4292,0,2,0,2,3,35,1,True,False,False,0.5663619330814524,0.8241566360566663,0.9749279121818236,-0.22252093395631434,6030.23,-0.0,363.64,0.0,-0.0,181.8,161.1,189.8,-0.0
26715,109,2026-02-04,C,0.0,2026-02-06,2026-02-07,0,0,0,0,0,0,0,0,0,0,0,1545,1318,1429,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,4,2,Mercredi,False,6,False,False,False,0,0.0,2.08,1666.67,5773.5,11,4292,0,2,0,2,3,35,1,True,False,False,0.5663619330814524,0.8241566360566663,0.9749279121818236,-0.22252093395631434,5773.5,-714.29,209.79,0.0,-0.0,165.27,146.45,172.55,-0.0
29259,109,2026-02-05,C,0.0,2026-02-07,2026-02-08,0,0,0,0,0,0,0,0,0,0,0,1520,1289,1414,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,5,3,Jeudi,False,6,False,False,True,1,0.0,2.0,1538.46,5547.0,13,4223,0,2,0,2,3,36,1,True,False,False,0.580454927809098,0.8142923779467267,0.43388373911755823,-0.900968867902419,5547.0,-1428.57,109.89,0.0,-0.0,151.5,134.25,158.17,-0.0
30732,109,2026-02-05,C,0.0,2026-02-07,2026-02-08,0,0,0,0,0,0,0,0,0,0,0,1520,1289,1414,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,5,3,Jeudi,False,6,False,False,True,0,0.0,1.87,1428.57,5345.22,13,4223,0,2,0,2,3,36,1,True,False,False,0.580454927809098,0.8142923779467267,0.43388373911755823,-0.900968867902419,5345.22,-2142.86,43.96,0.0,-0.0,141.77,126.15,147.15,-0.0
31071,109,2026-02-06,C,0.0,2026-02-09,2026-02-10,0,0,0,0,0,0,0,0,0,0,0,1520,1289,1414,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,6,4,Vendredi,False,6,False,False,False,1,0.0,1.81,1333.33,5163.98,15,4223,0,2,0,3,4,37,1,False,False,False,0.5943761565849831,0.804187157621448,-0.433883739117558,-0.9009688679024191,5163.98,0.0,0.0,0.0,-0.0,131.64,117.14,136.64,-0.0
31458,109,2026-02-10,C,0.0,2026-02-12,2026-02-13,0,0,0,0,0,0,0,0,0,0,0,1238,1039,1053,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,10,1,Mardi,False,7,False,False,False,4,0.0,1.94,1250.0,5000.0,15,3330,0,2,0,2,3,41,1,False,False,False,0.6482618097757122,0.7614175109532997,0.7818314824680298,0.6234898018587336,5000.0,0.0,-29.41,0.0,-0.0,122.87,109.33,127.53,-0.0
33925,109,2026-02-11,C,0.0,2026-02-13,2026-02-14,0,0,0,0,0,0,0,0,0,0,0,1137,953,971,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,11,2,Mercredi,False,7,False,False,False,1,0.0,1.89,1176.47,4850.71,16,3061,0,2,0,2,3,42,1,False,True,False,0.6612634749656386,0.7501537286959042,0.9749279121818236,-0.22252093395631434,4850.71,0.0,-49.02,0.0,-0.0,132.81,118.12,142.12,-0.0
35368,109,2026-02-12,C,0.0,2026-02-14,2026-02-15,0,0,0,0,0,0,0,0,0,0,0,1137,953,971,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,12,3,Jeudi,False,7,False,False,False,1,0.0,1.84,1111.11,4714.05,17,3061,0,2,0,2,3,43,1,False,True,False,0.6740694616546161,0.7386679638813748,0.43388373911755823,-0.900968867902419,4714.05,0.0,-61.92,0.0,-0.0,130.94,116.24,138.59,-0.0
36804,109,2026-02-13,C,31000.0,2026-02-16,2026-02-17,200,200,500,0,0,0,0,0,0,0,0,1137,953,971,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,13,4,Vendredi,False,7,False,False,False,1,0.0,1.8,1052.63,4588.31,17,3061,0,2,3,3,4,44,1,False,True,False,0.6866759803451553,0.726963615332308,-0.433883739117558,-0.9009688679024191,4588.31,0.0,-70.18,29.45,-0.0,123.67,109.78,130.89,-0.0
38239,109,2026-02-16,C,0.0,2026-02-18,2026-02-19,0,0,0,0,0,0,0,0,0,0,0,985,816,866,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,16,0,Lundi,False,8,False,False,False,3,31000.0,1.86,2550.0,8049.03,16,2667,0,2,0,2,3,47,1,False,True,False,0.7232617254437388,0.6905740195722293,0.0,1.0,8049.03,3321.43,367.67,0.0,-0.0,117.16,104.0,124.0,-0.0
39662,109,2026-02-17,C,0.0,2026-02-19,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,953,788,740,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,2,17,1,Mardi,False,8,False,False,False,1,0.0,1.82,2428.57,7864.93,17,2481,0,0,0,2,3,48,1,False,True,False,0.7350336741329413,0.6780306024735382,0.7818314824680298,0.6234898018587336,7864.93,2214.29,284.42,0.0,-0.0,118.9,105.65,123.05,-0.0
41085,109,2026-02-17,C,0.0,2026-02-19,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,953,788,740,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,17,1,Mardi,False,8,False,False,False,0,0.0,1.74,2318.18,7692.83,17,2481,0,2,0,2,3,48,1,False,True,False,0.7350336741329413,0.6780306024735382,0.7818314824680298,0.6234898018587336,7692.83,1107.14,218.52,0.0,-0.0,114.76,101.95,123.19,-0.0
42930,109,2026-02-18,C,0.0,2026-02-20,2026-02-21,0,0,0,0,0,0,0,0,0,0,0,1381,1226,1275,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,18,2,Mercredi,False,8,False,False,False,1,0.0,1.71,2217.39,7531.49,19,3882,0,2,0,2,3,49,1,False,True,False,0.746588114532413,0.6652865452111116,0.9749279121818236,-0.22252093395631434,7531.49,0.0,166.01,0.0,-0.0,109.55,97.32,117.59,-0.0
44103,109,2026-02-19,C,0.0,2026-02-21,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,1305,1156,1125,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,19,3,Jeudi,False,8,False,False,False,1,0.0,1.68,2125.0,7379.83,20,3586,0,2,0,2,3,50,1,False,True,False,0.7579216274973472,0.6523456189565257,0.43388373911755823,-0.900968867902419,7379.83,-1107.14,123.91,0.0,-0.0,104.78,93.09,112.48,-0.0
45545,109,2026-02-21,C,0.0,2026-02-23,2026-02-24,0,0,0,0,0,0,0,0,0,0,0,1241,1097,1002,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,21,5,Samedi,True,8,False,False,False,2,0.0,1.69,2040.0,7236.94,19,3340,0,2,0,2,3,52,1,False,False,False,0.7799125224167177,0.6258885343075018,-0.9749279121818236,-0.2225209339563146,7236.94,-2214.29,90.0,0.0,-0.0,103.58,92.12,114.04,-0.0
46971,109,2026-02-23,C,0.0,2026-02-25,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,997,886,801,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,23,0,Lundi,False,9,False,False,False,2,0.0,1.7,1961.54,7102.0,17,2684,0,2,0,2,3,54,1,False,False,False,0.8009803309782905,0.5986906625177214,0.0,1.0,7102.0,-3321.43,62.56,0.0,-0.0,102.0,90.8,114.4,-0.0
48386,109,2026-02-24,C,0.0,2026-02-26,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,971,856,703,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,24,1,Mardi,False,9,False,False,False,1,0.0,1.68,1888.89,6974.31,18,2530,0,2,0,2,3,55,1,False,False,False,0.8111602420785621,0.5848239578463322,0.7818314824680298,0.6234898018587336,6974.31,0.0,40.29,0.0,-0.0,107.46,95.42,117.73,-0.0
50598,109,2026-02-26,C,0.0,2026-02-28,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,1233,1019,926,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,26,3,Jeudi,False,9,False,False,False,2,0.0,1.69,1821.43,6853.24,19,3178,0,2,0,2,3,57,1,False,False,True,0.8307970168121247,0.5565755266413303,0.43388373911755823,-0.900968867902419,6853.24,0.0,22.17,0.0,-0.0,104.44,93.0,117.0,-0.0
51998,109,2026-02-27,C,23000.0,2026-02-28,2026-03-01,100,100,400,0,0,0,0,0,0,0,0,1233,1019,926,0,1,0,0,0,1,0,0,0,0,0,0,0,2026,2,27,4,Vendredi,False,9,False,False,False,1,0.0,1.67,1758.62,6738.24,19,3178,0,2,3,1,2,58,1,False,False,True,0.8402480696078469,0.5422021592729844,-0.433883739117558,-0.9009688679024191,6853.24,0.0,-5.75,12.627,-0.0,100.71,89.68,112.82,-0.0
